reason,source_file,sheet,row,client,audit_type,best_candidate,second_candidate,unmatched_people,conflicts
team_conflict,1 кв Проекты 2026_RBI.xlsx,Проекты 1 кв 2026,36,ТОО Реда Материалы,,ТОО «РЕДА МАТЕРИАЛЫ» (290),Публичная компания «Qazaq Green Power PLC» - оценка рыночной стоимости 100 % доли юридического лица ТОО «Теплоэнергомаш» (БИН 971240003543) для его дальнейшей передачи в собственность Публичной компании «Qazaq Green Power PLC» (60),,partner differs: existing c7fc625d-7836-4eed-90bb-b14541040f42 vs Кудайбергенова Шолпанай
team_conflict,1 кв Проекты 2026_RBI.xlsx,Проекты 1 кв 2026,37,ТОО Самсон Контролс,,ТОО «Самсон Контролс» (290),"ТОО «Самсон Контролс»  - аудит финансовой отчетности дочерней компании SAMSON в Казахстане за год, закончившийся 31 декабря 2025 года, в соответствии с местными стандартами  (170)",,partner differs: existing 6d356324-96a9-4eed-a832-f10f9588d5b7 vs Арнабеков Ерлан
project_match_conflict,1 кв Проекты 2026_RBI.xlsx,Проекты 1 кв 2026,39,ТОО Специальная финансовая компания СМК ФФ-1,,ТОО «Специальная финансовая компания «СМК ФФ-1» - Freedom (170),"ТОО «Специальная финансовая компания «СМК ФФ-1»  - аудит финансовой отчетности за отчетный год, исчисляемый с 01 января по 31 декабря 2025, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности (МСФО)  (170)",,
"project_match_conflict; team_conflict",1 кв Проекты 2026_RBI.xlsx,Проекты 1 кв 2026,40,ТОО Специальная финансовая компания СМК ФФ-2,,ТОО «Специальная финансовая компания «СМК ФФ-2» - Freedom (170),"ТОО «Специальная финансовая компания «СМК ФФ-2» - Аудит финансовой отчетности за период с 01 января 2025 года по 31 декабря 2025 года, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности финансовой отчетности (170)",,partner differs: existing 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Шынгыс Сартаев
project_match_conflict,1 кв Проекты 2026_RBI.xlsx,Проекты 1 кв 2026,42,ТОО Тау-Кен Алтын,,"ТОО «Тау-Кен Алтын»  - Аудита финансовой отчетности ТОО «Тау-Кен Алтын» по состоянию за год, заканчивающийся 31 декабря 2026 года (170)","ТОО «Тау-Кен Алтын» - Аудита финансовой отчетности ТОО «Тау-Кен Алтын» по состоянию за год, заканчивающийся 31 декабря 2025 года (170)",,
project_match_conflict,1 кв Проекты 2026_RBI.xlsx,Проекты 1 кв 2026,46,Kone Kazakhstan,,ТОО KONE Kazakhstan LLP (170),"ТОО ««KONE KAZAKHSTAN» (КОНЕ КАЗАХСТАН) - 1.1.	Заказчик поручает и оплачивает, а Исполнитель принимает на себя обязательство по оказанию Заказчику:
1.1.1. услуг по проведению аудита финансовой отчетности за период с 01 января по 31 декабря 2025 года;
1.1.2. услуг по проведению аудита налоговой отчетности за период с 01 января по 31 декабря 2025 года 
 (170)",,
project_match_conflict,1 кв Проекты 2026_RBI.xlsx,спец аудит 2026 1 кв,3,Агромашхолдинг,,АО Агромашхолдинг KZ (135),"АО Агромашхолдинг KZ - услуг по проведению аудита финансовой отчетности АО «Агромашхолдинг KZ» за период с 1 января 2025 года по 31 декабря 2025 года, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности  (135)",,
project_match_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,7,АО Акционерный инвестиционный фонд рискового инвестированияАО TG Al-Farabi,Аудит ФО,АО «Акционерный инвестиционный фонд недвижимости «TG AL-Farabi» от Тримовой Сауле (85),АО «Акционерный инвестиционный фонд рискового инвестирования «TG MED» от Тримовой Сауле (78),,
project_match_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,10,ТОО MOI страховой брокер,Аудит ФО,"ТОО ""MOI (МОЙ) страховой брокер"" - услуг по проведению аудита отдельной и консолидированной финансовой отчетности ТОО ""MOI  (МОЙ )страховой брокер"" за период с 1 января 2025 года по 31 декабря 2025 года, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности.  (74)",ТОО MOI (МОЙ) страховой брокер от Тримовой Сауле (50),,
team_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,27,ТОО Fin Q,Аудит ФО,ТОО «Микрофинансовая организация «Finbox»  (97),ТОО «FINSOFT SOLUTION»  (85),,"partner differs: existing ba3d0a39-e789-4eed-8890-64dca41dbdd9, 3ceb66d6-1ecf-4ab2-8a98-aa2436b9d0fd vs Кенжекулов Адилжан Абдикалыкович"
project_match_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,29,Акционерное Общество «Республиканская телерадиокорпорация «Казахстан»,Аудит ФО,"АО ""Республиканская телерадиокорпорация ""Казахстан"" (за 2024-2026гг) (85)","АО ""Республиканская телерадиокорпорация ""Казахстан"" (85)",,
team_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,30,ТОО «КАЖСервис»,Аудит ФО,ТОО КАЖсервис (210),,,partner differs: existing 6d356324-96a9-4eed-a832-f10f9588d5b7 vs Шынгыс Сартаев
team_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,32,Акционерное Общество (АО) «Национальные Информационные Технологии»,Аудит ФО,АО Национальные информационные технологии (НИТ) (97),"АО «Национальные информационные технологии» - на безвозмездное оказание аудиторских услуг - услуг по проведению аудита отдельной и консолидированной финансовой отчетности Акционерного общества «Национальные информационные технологии», заканчивающийся 31.12.2025 года, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности, для предоставления и размещения на фондовой бирже KASE.KZ и не используется для иных целей, в том числе для бухгалтерского и налогового учета Заказчика  (29)",,"partner differs: existing 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Арнабеков Ерлан; partner differs: existing 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Мухашев Куаныш Кудашулы"
team_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,37,ТОО ЧППИ Казахстан,Аудит ФО,ТОО «ЧППИ Казахстан» (210),"ТОО «ЧППИ Казахстан» - услуг по проведению аудита финансовой отчетности ТОО «ЧППИ Казахстан» за 2025 год, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности (МСФО)  (114)",,partner differs: existing c7fc625d-7836-4eed-90bb-b14541040f42 vs Кудайбергенова Шолпанай
team_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,39,Евразийский банк развития,Аудит ФО,Евразийский Банк Развития (290),Евразийский Банк Развития (ЕАБР) (90),,partner differs: existing 3ceb66d6-1ecf-4ab2-8a98-aa2436b9d0fd vs Жумадилов Бакыт
team_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,42,Товарищество с ограниченной ответственностью (ТОО) «Проект ЭнС»,Аудит ФО,ТОО «Проект-ЭнС» (145),"Товарищество с ограниченной ответственностью Documentolog - 1.1. Заказчик поручает и оплачивает, а Исполнитель
принимает на себя обязательство по оказанию
Заказчику услуг по проведению:
1.1.1. аудита финансовой отчетности ТОО
Documentolog, за 2023-2025 годы, в соответствии с
МСФО и МСА. Валюта презентации финансовой
отчетности – в долларах США или в тенге;
1.1.2. аудита финансовой отчетности Частной
компании Documentolog Global Limited, за 2023-
2025 годы, в соответствии с МСФО и МСА. Валюта
презентации финансовой отчетности – в долларах
США или в тенге;
1.1.3. аудита финансовой отчетности Частной
компании открытого инвестиционного типа IT
Development Fund OEIC Ltd., за 2024-2025 годы, в
соответствии с МСФО и МСА. Валюта презентации
финансовой отчетности – в долларах США или в
тенге (далее – услуги/Услуги). (84)",,partner differs: existing 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Арнабеков Ерлан
"project_match_conflict; team_conflict",2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,43,Акционерное общество «Национальная Компания «ҚазАвтоЖол»,Аудит ФО,"Акционерное общество ""Национальная платежная корпорация Национального Банка Республики Казахстан"" - АУДИТ за 2024 (72)",АО «Национальная платежная корпорация Национального Банка Республики Казахстан» (60),,partner differs: existing ba3d0a39-e789-4eed-8890-64dca41dbdd9 vs Шынгыс Сартаев
project_match_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,50,АКЦИОНЕРНОЕ ОБЩЕСТВО «СОЦИАЛЬНАЯ-ПРЕДПРИНИМАТЕЛЬСКАЯ КОРПОРАЦИЯ «ASTANA»,Аудит ФО,"	АО ""Социально-предпринимательская корпорация ""Актобе"" (за 2024-2026гг) - Закуп услуги по проведению аудита финансовой отчетности за 2024–2025-2026 годы Акционерного общества «Социально-предпринимательская
корпорация «Актобе»

Аудит за 2026 год (84)","АО ""Социально-предпринимательская корпорация ""Актобе"" (за 2024-2026гг) - Аудит финансовой отчетности за 2026 год
(Аудит финансовой отчетности за 2024–2025-2026 годы Акционерного общества «Социально-предпринимательская корпорация «Актобе») (84)",,
project_match_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,58,ТОО Микрофинансовая организация Almaty,,ТОО «Микрофинансовая организация ФРИДОМ ФИНАНС Кредит» (68),ТОО «Микрофинансовая Организация «MOST» (68),,
project_match_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,60,ТОО ИЗА,,ТОО «Микрофинансовая организация ФРИДОМ ФИНАНС Кредит» (85),Объединение юридических лиц «Ассоциация организаций социальной ивент-индустрии» (85),,
team_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,62,ТОО HomeITTech,Аудит ФО,ТОО «HomeITTech» (255),ТОО HomeITTech - услуги по проведению согласованных процедур по МССУ 4400 за 2025 год  (135),,partner differs: existing ba3d0a39-e789-4eed-8890-64dca41dbdd9 vs Арнабеков Ерлан
team_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,67,ТОО ВиваФарм,Аудит ФО,"ТОО ВИВА ФАРМ - 1.1. Заказчик поручает и оплачивает, а Исполнитель принимает на себя обязательство по оказанию Заказчику услуг:
1.1.1. по проведению аудита отдельной и консолидированной финансовой отчетности ТОО «ВиваФарм» за 2025 год, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности (МСФО);
1.1.2. по проведению аудита налоговой отчетности ТОО «ВиваФарм» за 2025 год (далее – услуги) (далее – услуги).
 (114)",,,partner differs: existing 083dfc70-1816-4fcf-9fd5-d5d8cba8ee1c vs Кенжекулов Адилжан Абдикалыкович
team_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,71,АО Тыныс,Аудит ФО,АО Тыныс (290),,,partner differs: existing c7fc625d-7836-4eed-90bb-b14541040f42 vs Кенжекулов Адилжан Абдикалыкович
team_conflict,2 кв Проекты 2024_RBI.xlsx,Проекты 2 кв 2024 ,88,"Общественный Фонд "" Билим Болашагы""",,Общественный фонд «БІЛІМ БОЛАШАҒЫ» Аудит ФО за 2022 год (90),АО «Акционерный инвестиционный фонд недвижимости «TG AL-Farabi» от Тримовой Сауле (3),,partner differs: existing 3ceb66d6-1ecf-4ab2-8a98-aa2436b9d0fd vs Арнабеков Ерлан
team_conflict,2 кв Проекты 2025_RBI.xlsx,Проекты 2 кв 2025,9,АО ИСЛАМСКИЙ БАНК ЗАМАН-БАНК,Аудит ФО,АО «Исламский банк «Заман-Банк» (290),АО Исламский банк Заман Банк - услуги по проведению оценки эффективности  (90),,partner differs: existing 3ceb66d6-1ecf-4ab2-8a98-aa2436b9d0fd vs Жумадилов Бакыт
project_match_conflict,2 кв Проекты 2025_RBI.xlsx,Проекты 2 кв 2025,15,СК-Фармация ТОО,Аудит ФО,ТОО СК-Фармация (85),"Республиканское государственное учреждение «Министерство финансов Республики Казахстан» - Аудита инвестиционных проектов, финансируемых Международным Банком Реконструкции и Развития (МБРР), за период с 1 января 2025 года по 31 декабря 2025 года

 (84)",,
project_match_conflict,2 кв Проекты 2025_RBI.xlsx,Проекты 2 кв 2025,16,Социально-предпринимательская корпорация Актобе,Аудит ФО,"	АО ""Социально-предпринимательская корпорация ""Актобе"" (за 2024-2026гг) - Закуп услуги по проведению аудита финансовой отчетности за 2024–2025-2026 годы Акционерного общества «Социально-предпринимательская
корпорация «Актобе»

Аудит за 2026 год (194)","АО ""Социально-предпринимательская корпорация ""Актобе"" (за 2024-2026гг) - Аудит финансовой отчетности за 2026 год
(Аудит финансовой отчетности за 2024–2025-2026 годы Акционерного общества «Социально-предпринимательская корпорация «Актобе») (194)",,
team_conflict,2 кв Проекты 2025_RBI.xlsx,Проекты 2 кв 2025,18,ТОО Aitu - Платежные решения,Аудит ФО,ТОО «Aitu Платежные решения» (290),,,partner differs: existing 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Арнабеков Ерлан
team_conflict,2 кв Проекты 2025_RBI.xlsx,Проекты 2 кв 2025,19,ТОО BTS DIGITAL,Аудит ФО,ТОО «BTS DIGITAL» (290),Частная компания BTS Digital  Ventures Limited  (85),,partner differs: existing 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Арнабеков Ерлан
team_conflict,2 кв Проекты 2025_RBI.xlsx,Проекты 2 кв 2025,24,ТОО Salem social media,Аудит ФО,ТОО «Salem social media» (290),Частная компания Most Media Limited (7),,partner differs: existing 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Арнабеков Ерлан
team_conflict,2 кв Проекты 2025_RBI.xlsx,Проекты 2 кв 2025,31,ТОО Умные города,Аудит ФО,ТОО Умные города (290),АО Центр развития города Алматы (60),,partner differs: existing 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Арнабеков Ерлан
project_match_conflict,2 кв Проекты 2025_RBI.xlsx,Проекты 2 кв 2025,39,Бай Тау Минералс ТОО,Аудит ФО,ТОО Бай Тау Минералс (85),Частная компания «Allium Ursinum Limited» (Группа компаний Бай-Тау Минералс) (85),,
team_conflict,2 кв Проекты 2025_RBI.xlsx,Проекты 2 кв 2025,43,ТОО Aravt Group,Аудит ФО,ТОО «Aravt Group»  (290),ТОО Специальная финансовая компания PARTNER GROUP (72),,"partner differs: existing 6d356324-96a9-4eed-a832-f10f9588d5b7, 3ceb66d6-1ecf-4ab2-8a98-aa2436b9d0fd vs Арнабеков Ерлан"
team_conflict,2 кв Проекты 2025_RBI.xlsx,Проекты 2 кв 2025,58,ТОО Самсон Контролс,Аудит ФО,ТОО «Самсон Контролс» (290),"ТОО «Самсон Контролс»  - аудит финансовой отчетности дочерней компании SAMSON в Казахстане за год, закончившийся 31 декабря 2025 года, в соответствии с местными стандартами  (114)",,partner differs: existing 6d356324-96a9-4eed-a832-f10f9588d5b7 vs Арнабеков Ерлан
"project_match_conflict; team_conflict",2 кв Проекты 2025_RBI.xlsx,Проекты 2 кв 2025,61,АО Компания по страх жизни ГАК,Аудит ФО,"ТОО «Тойота Иншуранс Менеджмент (страховые брокеры)»  - услуг по проведению аудита отдельной и консолидированной финансовой отчетности ТОО «Тойота Иншуранс Менеджмент (страховые брокеры)» за 2025 год, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности (МСФО ) (84)","ТОО ""MOI (МОЙ) страховой брокер"" - услуг по проведению аудита отдельной и консолидированной финансовой отчетности ТОО ""MOI  (МОЙ )страховой брокер"" за период с 1 января 2025 года по 31 декабря 2025 года, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности.  (84)",,partner differs: existing 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Шынгыс Сартаев
project_match_conflict,2 кв Проекты 2025_RBI.xlsx,Проекты 2 кв 2025,65,АО Дочернее предприятие - Актобе Темир - ВС,Аудит ФО,АО «Дочернее предприятие «Актобе-Темир-В.С.» (75),"	АО ""Социально-предпринимательская корпорация ""Актобе"" (за 2024-2026гг) - Закуп услуги по проведению аудита финансовой отчетности за 2024–2025-2026 годы Акционерного общества «Социально-предпринимательская
корпорация «Актобе»

Аудит за 2026 год (24)",,
project_match_conflict,2 кв Проекты 2025_RBI.xlsx,Проекты 2 кв 2025,73,АО Компания по страх жизни ГАК,Аудит ФО,"ТОО «Тойота Иншуранс Менеджмент (страховые брокеры)»  - услуг по проведению аудита отдельной и консолидированной финансовой отчетности ТОО «Тойота Иншуранс Менеджмент (страховые брокеры)» за 2025 год, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности (МСФО ) (84)","ТОО ""MOI (МОЙ) страховой брокер"" - услуг по проведению аудита отдельной и консолидированной финансовой отчетности ТОО ""MOI  (МОЙ )страховой брокер"" за период с 1 января 2025 года по 31 декабря 2025 года, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности.  (84)",,
project_match_conflict,2 кв Проекты 2025_RBI.xlsx,Проекты 2 кв 2025,79,"ТОО ""ARK CO ( ARK KO)""",Аудит ФО,"ТОО Parker Consulting & Appraisal - Услуги по оценке рыночной стоимости данного объекта: Исключительно права на результаты интеллектуальной деятельности: Программа для ЭВМ ""ALLIOT - платформа соответствия МСФО9/17 и SOLVENCY 2"" (85)","Частная компания Neomarkets Ltd., - 1.1.	 Заказчик поручает и оплачивает, а Исполнитель принимает на себя обязательство по оказанию Заказчику услуг:
- Аудит финансовой отчетности Частной компании Neomarkets Ltd. за 2025 год, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности (МСФО). Валюта презентации финансовой отчетности – в тенге и в USD.
- Проверка корректности расчетов пруденциальных нормативов Частной Компании Neomarkets Ltd. в течение года и содержания квартальной отчетности по ним, направленной Регулятору МФЦА, в соответствии с требованиями НПА МФЦА за 2025 год (далее – услуги).
 (84)",,
team_conflict,3 кв Проекты 2024_RBI.xlsx,Проекты 3 кв 2024 ,7,Евразийский банк развития,Аудит ФО,Евразийский Банк Развития (290),Евразийский Банк Развития (ЕАБР) (90),,partner differs: existing 3ceb66d6-1ecf-4ab2-8a98-aa2436b9d0fd vs Жумадилов Бакыт
team_conflict,3 кв Проекты 2024_RBI.xlsx,Проекты 3 кв 2024 ,13,АО Lancaster Group Kazakhstan,Аудит ФО,"Частная компания ANKA CAPITAL LTD (Группа компаний АО ""Lancaster Group Kazakhstan"")  (170)",«Berkut Mining» (Беркут Майнинг) (группа компаний АО Lancaster Group Kazakhstan) (90),,"partner differs: existing 3ceb66d6-1ecf-4ab2-8a98-aa2436b9d0fd, 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Сауле Бадамбаева"
team_conflict,3 кв Проекты 2024_RBI.xlsx,Проекты 3 кв 2024 ,17,АО «Акционерный инвестиционный фонд рискового инвестирования «Алем Капитал»,Аудит ФО,АО «Акционерный инвестиционный фонд рискового инвестирования «TG MED» от Тримовой Сауле (83),АО «Акционерный инвестиционный фонд недвижимости «TG AL-Farabi» от Тримовой Сауле (68),,partner differs: existing 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Шынгыс Сартаев
project_match_conflict,3 кв Проекты 2024_RBI.xlsx,Проекты 3 кв 2024 ,18,ТОО «Ас-Ан Маркет»,Аудит ФО,"Товарищество с ограниченной ответственностью Documentolog - 1.1. Заказчик поручает и оплачивает, а Исполнитель
принимает на себя обязательство по оказанию
Заказчику услуг по проведению:
1.1.1. аудита финансовой отчетности ТОО
Documentolog, за 2023-2025 годы, в соответствии с
МСФО и МСА. Валюта презентации финансовой
отчетности – в долларах США или в тенге;
1.1.2. аудита финансовой отчетности Частной
компании Documentolog Global Limited, за 2023-
2025 годы, в соответствии с МСФО и МСА. Валюта
презентации финансовой отчетности – в долларах
США или в тенге;
1.1.3. аудита финансовой отчетности Частной
компании открытого инвестиционного типа IT
Development Fund OEIC Ltd., за 2024-2025 годы, в
соответствии с МСФО и МСА. Валюта презентации
финансовой отчетности – в долларах США или в
тенге (далее – услуги/Услуги). (92)","Частная компания Unicorn Holdings Limited - услуг по проведению аудита финансовой отчетности Частной компании Unicorn Holdings Limited, за 2024 год, в соответствии с МСФО и МСА. Валюта презентации финансовой отчетности – в долларах США или в тенге (92)",,
project_match_conflict,3 кв Проекты 2025_RBI.xlsx,аудит ФО 3 кв 2025,4,"Акционерное общество Компания по страхованию жизни "" Государтсвенная Аннуитетная компания""",Аудит ФО,"АО ""Компания по страхованию жизни ""Государственная аннуитетная компания"" (75)","Частная компания ETSE Ltd - услуг по проведению аудита финансовой отчетности Частной компании ETSE Ltd., за 2025 год, в соответствии с МСФО и МСА. Валюта презентации финансовой отчетности – в долларах США или в тенге  (24)",,
project_match_conflict,3 кв Проекты 2025_RBI.xlsx,аудит ФО 3 кв 2025,15,АО Национальные информационные технологии,,АО Национальные информационные технологии (НИТ) (135),"АО «Национальные информационные технологии» - на безвозмездное оказание аудиторских услуг - услуг по проведению аудита отдельной и консолидированной финансовой отчетности Акционерного общества «Национальные информационные технологии», заканчивающийся 31.12.2025 года, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности, для предоставления и размещения на фондовой бирже KASE.KZ и не используется для иных целей, в том числе для бухгалтерского и налогового учета Заказчика  (135)",,
project_match_conflict,3 кв Проекты 2025_RBI.xlsx,аудит ФО 3 кв 2025,21,ТОО KONE KAZAKHSTAN (КОНЕ КАЗАХСТАН),,"ТОО ««KONE KAZAKHSTAN» (КОНЕ КАЗАХСТАН) - 1.1.	Заказчик поручает и оплачивает, а Исполнитель принимает на себя обязательство по оказанию Заказчику:
1.1.1. услуг по проведению аудита финансовой отчетности за период с 01 января по 31 декабря 2025 года;
1.1.2. услуг по проведению аудита налоговой отчетности за период с 01 января по 31 декабря 2025 года 
 (135)","ТОО KONE KAZAKHSTAN (КОНЕ КАЗАХСТАН) - услуги по проведению инвентаризации запасов и основных средств офиса Заказчика в г. Алматы;

 (135)",,
project_match_conflict,3 кв Проекты 2025_RBI.xlsx,аудит ФО 3 кв 2025,32,"Филиал АО SK ecoplant Co., Ltd.",,"Филиал АО ""SK ecoplant Co., Ltd."" (ЭсКей экоплант) в Республике Казахстан (135)","Филиал АО ""SK ecoplant Co., Ltd."" (ЭсКей экоплант) в Республике Казахстан - услуг по проведению аудита финансовой отчетности за 2025 год  (135)",,
"project_match_conflict; team_conflict",4 кв Проекты 2024_RBI.xlsx,Проекты 4 кв 2024 ,3,ТОО Микрофинансовая организация Almaty,,ТОО «Микрофинансовая организация ФРИДОМ ФИНАНС Кредит» (68),ТОО «Микрофинансовая Организация «MOST» (68),,partner differs: existing 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Сауле Бадамбаева
project_match_conflict,4 кв Проекты 2024_RBI.xlsx,Проекты 4 кв 2024 ,8,ТОО Kone Kazakhstan,,ТОО KONE Kazakhstan LLP (135),"ТОО ««KONE KAZAKHSTAN» (КОНЕ КАЗАХСТАН) - 1.1.	Заказчик поручает и оплачивает, а Исполнитель принимает на себя обязательство по оказанию Заказчику:
1.1.1. услуг по проведению аудита финансовой отчетности за период с 01 января по 31 декабря 2025 года;
1.1.2. услуг по проведению аудита налоговой отчетности за период с 01 января по 31 декабря 2025 года 
 (135)",,
project_match_conflict,4 кв Проекты 2024_RBI.xlsx,налоги 2024 4 кв,2,Kone Kazakhstan,,ТОО KONE Kazakhstan LLP (135),"ТОО ««KONE KAZAKHSTAN» (КОНЕ КАЗАХСТАН) - 1.1.	Заказчик поручает и оплачивает, а Исполнитель принимает на себя обязательство по оказанию Заказчику:
1.1.1. услуг по проведению аудита финансовой отчетности за период с 01 января по 31 декабря 2025 года;
1.1.2. услуг по проведению аудита налоговой отчетности за период с 01 января по 31 декабря 2025 года 
 (135)",,
"project_match_conflict; team_conflict",Гульмира_Аудит ФО 2025-2026_Проекты.xlsx,Главный,3,"АО ""Инвестиционный фонд Казахстана""",аудит КФО и ОФО 2025,АО «Акционерный инвестиционный фонд недвижимости «TG AL-Farabi» от Тримовой Сауле (97),АО «Акционерный инвестиционный фонд рискового инвестирования «TG MED» от Тримовой Сауле (97),,"partner differs: existing 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Ержан Тумабеков; partner differs: existing 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Мухашев Куаныш Кудашулы"
team_conflict,Гульмира_Аудит ФО 2025-2026_Проекты.xlsx,Главный,7,"ТОО ""IC Petroleum""","аудит КФО, ОФО 2025",ТОО «IC Petroleum» (290),ТОО «IC Petroleum» (за период 2024-2026) (170),,partner differs: existing abcc8390-7263-4e9a-aefd-fd177a8509bd vs Арнабеков Ерлан
project_match_conflict,Гульмира_Аудит ФО 2025-2026_Проекты.xlsx,Главный,9,"ТОО ""ЭлектроСтрой Монтаж"" (Атырау)",аудит ФО 2025,ТОО ЭлектроСтройМонтаж (68),"Товарищество с ограниченной ответственностью «БИНОМ АТЫРАУ» - услуг по проведению аудита специального назначения за период с 01 января по 31
декабря 2025 года, согласно Приложению № 1 к настоящему Договору (19)",,
project_match_conflict,Гульмира_Аудит ФО 2025-2026_Проекты.xlsx,Главный,12,"ТОО ""Нефтестройсервис"" (Атырау)",аудит ФО 2025,"Товарищество с ограниченной ответственностью «БИНОМ АТЫРАУ» - услуг по проведению аудита специального назначения за период с 01 января по 31
декабря 2025 года, согласно Приложению № 1 к настоящему Договору (72)",ТОО Нефтестройсервис ЛТД (60),,
project_match_conflict,Гульмира_Аудит ФО 2025-2026_Проекты.xlsx,Главный,13,"ТОО ""Инжтехсервис"" (Атырау)",аудит ФО 2025,"Товарищество с ограниченной ответственностью «БИНОМ АТЫРАУ» - услуг по проведению аудита специального назначения за период с 01 января по 31
декабря 2025 года, согласно Приложению № 1 к настоящему Договору (72)",,,
team_conflict,Гульмира_Аудит ФО 2025-2026_Проекты.xlsx,Главный,15,"ТОО ""Консолидированная строительная горнорудная компания""",аудит ФО 2025,ТОО «Консолидированная Строительная Горнорудная Компания» (290),"ТОО «Консолидированная Строительная Горнорудная Компания» - услуг по проведению аудита финансовой отчетности ТОО «Консолидированная Строительная Горнорудная Компания» за 2025 год, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности (МСФО)  (194)",,"partner differs: existing 4cb72e5f-7375-4278-bd38-b29a7e4a197c vs Арнабеков Ерлан; project leader differs: existing 967d77e8-774f-4a9a-a5db-37c33e6dc729 vs Сейфуллина Гульмира Саятхановна"
team_conflict,Гульмира_Аудит ФО 2025-2026_Проекты.xlsx,Главный,18,"ТОО ""КНИСК"" (Шымкент)",аудит ФО 2025,"АО Шымкентмай - услуг по проведению аудита финансовой отчетности АО «Шымкент Май» за период с 1 января 2025 года по 31 декабря 2025 года, подготовленной в соответствии с Международными Стандартами Финансовой Отчетности  (84)",АО Шымкент Мұнай Өнімдері (за период 2024-2026) (60),,partner differs: existing 083dfc70-1816-4fcf-9fd5-d5d8cba8ee1c vs Арнабеков Ерлан
"project_match_conflict; team_conflict",Гульмира_Аудит ФО 2025-2026_Проекты.xlsx,Главный,20,"ТОО ""Коксуский сахарный завод"" + 8 компаний Группы",аудит ФО 2026,"Филиал компании «Мангистау Пауэр Б.В.»  - 1.1.	Заказчик поручает и оплачивает, а Исполнитель принимает на себя обязательство по оказанию Заказчику:
1.1.1. Аудит финансовой отчетности за год, закончившийся 31 декабря 2025 года, в соответствии с местными стандартами;
1.1.2. Выполнение указаний аудиторов Группы  (79)","Филиал компании «Мангистау Реньюваблс Б.В.» - 1.1.	Заказчик поручает и оплачивает, а Исполнитель принимает на себя обязательство по оказанию Заказчику:
1.1.1. Аудит финансовой отчетности за год, закончившийся 31 декабря 2025 года, в соответствии с местными стандартами;
1.1.2. Выполнение указаний аудиторов Группы  (79)",,partner differs: existing 3ceb66d6-1ecf-4ab2-8a98-aa2436b9d0fd vs Арнабеков Ерлан
